_id,ano,almacenamiento,marca,pantalla_in,pantalla_tipo,velocidad_cpu_ghz,ram,grosor,peso,ancho_px,alto_px,bateria,promedio_valoraciones,precio_anterior,precio_actual,iqr_outlier
B0C5DG43KX,2024.0,512.0,xiaomi,6.43,amoled,2.0,8.0,2.57,254.42,2400.0,1080.0,1500.0,153.63636363636363,142.0,142.0,True
B09YVLRX8D,2024.0,800.0,spc,1.8,led,0.0,32.0,1.4,74.0,1080.0,2400.0,800.0,64.61538461538461,21.9,18.98,True
B0DCP4BDMM,2024.0,512.0,cubot,6.58,lcd,2.4,24.0,2.57,254.42,1080.0,2408.0,10600.0,14.318181818181817,199.99,319.99,True
B0DB82T9RS,2024.0,512.0,doogee,6.78,lcd,2.6,36.0,1.63,383.0,1080.0,2160.0,8680.0,7.659574468085106,199.99,499.99,True
B0D4831B2N,2024.0,512.0,jcb,2.8,lcd,1.3,4.0,2.57,254.42,1080.0,2400.0,5000.0,1.2195121951219514,119.99,119.99,True
B0DL2DC5Z6,2024.0,512.0,realme,6.67,lcd,2.6,12.0,2.57,254.42,1080.0,2400.0,5000.0,0.6,270.33,259.0,True
B0DPXMWQ7R,2024.0,512.0,samsung,6.7,lcd,2.8,12.0,2.57,254.42,1080.0,2400.0,4900.0,0.6,149.99,1279.0,True
B0CQKD7NRS,2024.0,512.0,xiaomi,6.67,amoled,3.4,12.0,2.57,254.42,1080.0,2400.0,5100.0,59.06976744186047,442.51,299.98,True
B0DKWVTH6R,2024.0,512.0,asus,6.78,lcd,4.3,16.0,0.89,228.0,2400.0,1080.0,5800.0,1.3043478260869563,1299.99,1299.99,True
B0CR44V59M,2024.0,512.0,xiaomi,6.67,amoled,2.3,12.0,2.57,254.42,1080.0,2400.0,5000.0,1561.904761904762,318.0,307.68,True
B0CR17BMLT,2024.0,512.0,poco,6.67,amoled,3.0,12.0,2.57,254.42,1080.0,2400.0,5000.0,125.81395348837208,342.0,296.73,True
B0CPXYTPYC,2024.0,512.0,xiaomi,6.67,amoled,2.2,12.0,2.57,254.42,2400.0,1080.0,5000.0,106.9047619047619,199.99,197.1,True
B0CNKKTKL7,2024.0,512.0,xiaomi,6.67,amoled,2.8,12.0,2.57,254.42,1440.0,2560.0,5000.0,136.8181818181818,499.99,547.8,True
B0CPXYTPYG,2024.0,512.0,xiaomi,6.67,amoled,3.0,12.0,2.57,254.42,1560.0,1440.0,5000.0,177.27272727272725,499.99,304.99,True
B0D45VFT26,2024.0,512.0,samsung,6.7,amoled,3.0,12.0,2.57,254.42,1080.0,2400.0,4000.0,8.666666666666666,1329.0,1149.0,True
B0DPXNHN3F,2024.0,512.0,samsung,6.7,lcd,3.0,12.0,2.57,254.42,1080.0,2400.0,5000.0,5.121951219512195,1579.0,1579.0,True
B0CNQ5WD9K,2024.0,512.0,samsung,6.7,lcd,3.0,12.0,2.57,254.42,2340.0,1080.0,5000.0,167.5,1579.0,1579.0,True
B0CLLWJ418,2024.0,512.0,xiaomi,6.67,amoled,2.2,12.0,2.57,254.42,1080.0,2400.0,5000.0,465.7142857142857,399.0,358.92,True
B0DCJSVXB8,2024.0,512.0,doogee,6.58,lcd,2.2,32.0,0.18,790.0,1080.0,2400.0,22000.0,4.489795918367347,589.99,469.98,True
B0CPYKX9X8,2024.0,512.0,oneplus,6.82,amoled,3.2,16.0,6.1,500.0,2560.0,1440.0,5000.0,75.77777777777777,1099.0,899.0,True
B0956DPGBF,2024.0,512.0,zunate,5.45,lcd,1.4,4.0,1.0,339.0,1080.0,2400.0,3000.0,6.4,61.99,61.99,True
B00J8OA220,2024.0,160.0,inmarsat,2.0,lcd,2.9,2.0,10.16,318.0,240.0,320.0,160.0,0.8,199.99,933.0,True
B07N4TBJCH,2024.0,64.0,ukuu,1.8,lcd,0.9,32.0,2.57,254.42,240.0,320.0,800.0,1082.8947368421052,29.99,29.99,True
B07PNL5STG,2024.0,64.0,iniu,1.8,lcd,0.0,32.0,1.27,198.0,1080.0,2400.0,800.0,13566.956521739132,26.99,17.99,True
B07RMHCWLM,2024.0,64.0,panasonic,1.8,lcd,0.8,32.0,6.3,82.0,1080.0,2400.0,3600.0,312.10526315789474,29.9,28.99,True
B07RTBH7P8,2024.0,64.0,panasonic,1.8,lcd,0.7,32.0,2.57,254.42,1080.0,2400.0,800.0,1.0526315789473684,39.9,25.99,True
B07VTMHTDF,2024.0,128.0,zte,5.0,lcd,0.5,32.0,1.0,250.0,1080.0,2400.0,800.0,40.909090909090914,42.0,38.4,True
B07VTP4ZQW,2024.0,128.0,zte,5.0,lcd,1.3,1.0,11.13,143.0,1080.0,2400.0,3600.0,41.03448275862069,199.99,38.45,True
B082MFY8SW,2024.0,64.0,oakcastle,1.77,lcd,0.0,32.0,1.2,70.0,1080.0,2400.0,600.0,1534.1666666666667,199.99,19.95,True
B082TDHDCJ,2024.0,128.0,spc,2.8,lcd,0.0,1.0,1.9,108.0,320.0,240.0,800.0,45.0,199.99,49.99,True
B08457V863,2024.0,128.0,panasonic,2.4,lcd,1.2,1.0,2.3,110.0,320.0,240.0,500.0,112.6829268292683,69.9,53.43,True
B084XRF3MG,2024.0,128.0,sveon,2.4,lcd,0.9,12.0,2.57,254.42,3840.0,2160.0,800.0,4.4,199.99,33.5,True
B084Z436NC,2024.0,64.0,garsent,1.77,lcd,0.8,8.0,7.0,120.0,1080.0,2400.0,800.0,2.3076923076923075,27.71,27.71,True
B08PCD77DV,2024.0,128.0,apple,5.4,amoled,3.1,4.0,2.83,229.0,2340.0,1080.0,4.0,1874.2857142857144,255.0,255.0,True
B08PCDKD6G,2024.0,128.0,apple,5.4,oled,3.1,4.0,0.74,135.0,1080.0,2400.0,5000.0,1874.2857142857144,499.99,245.0,True
B08PCDNC9W,2024.0,128.0,apple,5.4,oled,3.1,4.0,0.74,135.0,2340.0,1080.0,5000.0,1874.2857142857144,499.99,245.0,True
B08PCFKLHM,2024.0,256.0,apple,5.4,oled,3.1,8.0,2.57,254.42,1080.0,2400.0,5000.0,1874.2857142857144,499.99,248.0,True
B0D1GD4SXB,2024.0,128.0,realme,11.02,lcd,13.8,6.0,11.42,400.0,1080.0,2400.0,5000.0,58.33333333333333,199.99,151.95,True
B0D1FQ4J92,2024.0,128.0,blackview,4.3,lcd,2.0,12.0,2.57,254.42,1080.0,2400.0,3700.0,10.0,199.99,149.99,True
B0D54D58Q4,2024.0,256.0,doogee,5.5,lcd,2.8,16.0,2.57,254.42,1440.0,720.0,6300.0,36.09756097560976,179.99,179.99,True
B0C4NG1QS6,2024.0,128.0,jtqtj,5.0,lcd,2.1,1.0,2.57,254.42,1280.0,720.0,3000.0,78.33333333333333,499.99,56.99,True
B0CXJDSJJ4,2024.0,64.0,xiaomi,5.0,lcd,4.7,3.0,2.57,254.42,1080.0,2400.0,5000.0,19.77272727272727,94.27,76.0,True
B0BN67SBXK,2024.0,128.0,luqeeg,4.66,lcd,1.1,1.0,2.57,254.42,1080.0,2400.0,3000.0,21.176470588235293,199.99,44.4,True
B0CBL2S1G3,2024.0,128.0,jectse,1.8,lcd,0.6,32.0,2.57,254.42,1080.0,2400.0,800.0,0.4347826086956522,34.83,34.83,True
B0CHBJD9QZ,2024.0,128.0,msmga,5.0,lcd,1.2,1.0,2.57,254.42,720.0,1280.0,3000.0,65.66666666666667,199.99,55.99,True
B0D4LZJ3ZG,2024.0,128.0,msmga,5.0,lcd,1.2,1.0,2.57,254.42,720.0,1280.0,3000.0,20.571428571428573,59.99,56.99,True
B0B31F47DH,2024.0,64.0,energizer,1.57,lcd,0.0,1.0,1.4,170.0,1280.0,720.0,1000.0,314.1463414634147,199.99,19.99,True
B0BD5RBRCM,2024.0,128.0,bewinner,2.5,lcd,26.5,1.0,2.57,254.42,1080.0,2400.0,5000.0,2.962962962962963,92.42,92.42,True
B0DH4D1R7R,2024.0,64.0,sparkledot,1.8,lcd,0.0,32.0,2.57,254.42,1080.0,2400.0,800.0,4.146341463414634,92.66,22.98,True
B09DP7YYWX,2024.0,128.0,ulefone,5.5,amoled,1.8,3.0,1.38,235.0,720.0,1440.0,5000.0,25.71428571428571,199.99,139.99,True
B0C1GPK2LX,2024.0,128.0,fossibot,5.45,lcd,14.4,7.0,2.57,254.42,720.0,1440.0,10600.0,63.0,199.99,139.99,True
B0D4M1SJY4,2024.0,128.0,msmga,5.0,lcd,1.2,1.0,2.57,254.42,1080.0,2400.0,3000.0,20.571428571428573,59.99,56.99,True
B0DCZ4ZT4Q,2024.0,64.0,doogee,5.5,lcd,17.9,8.0,2.57,254.42,1080.0,2400.0,6300.0,0.8,199.99,109.99,True
B0C3XNCQDC,2024.0,64.0,leyt,5.0,lcd,2.1,32.0,2.57,254.42,1080.0,2400.0,3500.0,19.45945945945946,64.23,64.23,True
B09C1X76CG,2024.0,128.0,panasonic,5.0,lcd,1.2,1.0,60.0,290.0,400.0,240.0,1.0,29.72972972972973,569.99,52.7,True
B0D95CN6WH,2024.0,128.0,msmga,5.0,lcd,1.3,1.0,2.57,254.42,1080.0,2400.0,3000.0,29.444444444444443,59.99,57.99,True
B0DKDSXRBS,2024.0,256.0,oppo,2.63,lcd,3.0,8.0,2.57,254.42,1080.0,2400.0,5000.0,1.0416666666666667,499.99,209.0,True
B0CDGNQH4G,2024.0,128.0,wrtogo,5.0,lcd,1.2,1.0,2.57,254.42,1080.0,2400.0,3000.0,54.85714285714285,199.99,56.99,True
B0B82BH283,2024.0,128.0,qrzrq,5.0,lcd,1.2,1.0,2.57,254.42,720.0,1280.0,2900.0,81.875,199.99,52.99,True
B0D86CKH5Z,2024.0,128.0,cuifati,2.5,lcd,1.2,16.0,2.57,254.42,320.0,240.0,1000.0,1.3333333333333333,199.99,48.42,True
B0B4PL3FGW,2024.0,128.0,luqeeg,5.0,lcd,2.1,32.0,2.57,254.42,1080.0,2400.0,2200.0,20.571428571428573,56.56,56.56,True
B08XBZG7JC,2024.0,128.0,sorandy,5.5,lcd,16.3,1.0,2.57,254.42,1080.0,2400.0,5000.0,6.551724137931035,115.52,115.52,True
B0BD5DKTSV,2024.0,128.0,bewinner,2.5,lcd,1.3,1.0,2.57,254.42,1080.0,2400.0,5000.0,3.333333333333333,499.99,112.78,True
B09STZG984,2024.0,64.0,samsung,1.8,lcd,0.0,32.0,2.57,254.42,1080.0,2400.0,1.0,14.25,19.99,19.99,True
B0DHGYXQVK,2024.0,64.0,spc,2.8,lcd,1.0,1.0,2.57,254.42,320.0,240.0,1600.0,3.91304347826087,69.9,59.99,True
B0CMGVXB9V,2024.0,128.0,oukitel,2.36,lcd,2.0,4.0,1.54,580.0,720.0,1440.0,6300.0,279.5238095238095,146.99,118.99,True
B0D95DY5QR,2024.0,128.0,msmga,5.0,lcd,1.3,1.0,2.57,254.42,1080.0,2400.0,3000.0,29.444444444444443,199.99,57.99,True
B0BG5YSRXZ,2024.0,128.0,hyrich,5.0,lcd,1.2,1.0,2.57,254.42,720.0,1280.0,3000.0,88.92857142857143,199.99,55.99,True
B0CQ2Y672K,2024.0,128.0,tbest,5.0,lcd,1.4,1.0,2.57,254.42,1080.0,2400.0,3000.0,19.45945945945946,199.99,62.81,True
B0CXHWPMFT,2024.0,128.0,mcmgc,5.0,lcd,1.2,1.0,2.57,254.42,1080.0,2400.0,3000.0,44.70588235294118,59.98,55.99,True
B0CFL7L4QS,2024.0,128.0,ukuu,1.8,lcd,0.9,32.0,2.57,254.42,1080.0,2400.0,1800.0,11.62162162162162,39.99,33.99,True
B0DNK3Y6HK,2024.0,128.0,samsung,2.64,lcd,2.8,8.0,2.57,254.42,2400.0,1080.0,5000.0,1.3888888888888888,199.0,179.0,True
B0CN2TJYL6,2024.0,128.0,doogee,5.58,lcd,1.8,8.0,2.57,254.42,1440.0,720.0,6300.0,55.8974358974359,149.99,118.99,True
B0CXHC9B82,2024.0,128.0,mcmgc,5.0,lcd,1.2,1.0,2.57,254.42,1080.0,2400.0,3000.0,44.70588235294118,59.99,56.99,True
B0977N1YK6,2024.0,128.0,apple,5.4,oled,3.1,8.0,2.57,254.42,1080.0,2400.0,5000.0,1874.2857142857144,499.99,259.0,True
B0C3BP7QZ5,2024.0,64.0,fockety,1.8,lcd,0.0,32.0,2.57,254.42,1080.0,2400.0,800.0,4.35897435897436,54.98,20.68,True
B0CFNVHPR8,2024.0,64.0,akozon,5.0,lcd,1.4,1.0,2.57,254.42,1080.0,2400.0,3000.0,19.45945945945946,62.87,62.87,True
B0DH24HBNF,2024.0,128.0,joyzap,3.0,lcd,1.3,2.0,1.26,137.0,360.0,640.0,900.0,2.8125,199.99,49.99,True
B0CN14MGVF,2024.0,128.0,doogee,5.5,lcd,1.6,8.0,1.62,470.0,1440.0,720.0,5000.0,5.428571428571429,199.99,119.99,True
B09688TN93,2024.0,128.0,panasonic,2.4,lcd,0.0,1.0,2.57,254.42,1280.0,720.0,3000.0,21.176470588235293,49.99,44.95,True
B0DHHH14QT,2024.0,128.0,xiaomi,2.71,lcd,2.0,8.0,8.2,500.0,1920.0,1080.0,5160.0,17.36842105263158,179.9,148.17,True
B0D95F21B3,2024.0,128.0,msmga,5.0,lcd,1.3,1.0,2.57,254.42,1280.0,720.0,3000.0,20.571428571428573,57.99,57.99,True
B0DH4DTQYB,2024.0,64.0,sparkledot,1.8,lcd,0.0,32.0,2.57,254.42,1080.0,2400.0,800.0,4.146341463414634,299.99,16.98,True
B0C4MKYM4G,2024.0,128.0,winh,5.0,lcd,2.0,16.0,2.57,254.42,1920.0,1080.0,3000.0,20.571428571428573,55.22,55.22,True
B0B8ZF9ZPV,2024.0,128.0,zunate,4.66,lcd,17.4,32.0,2.57,254.42,1080.0,2400.0,2800.0,1.3333333333333333,112.25,112.25,True
B0DK4NKK7Y,2024.0,256.0,oppo,2.63,amoled,3.4,8.0,2.57,254.42,1080.0,2400.0,5000.0,2.291666666666667,499.99,299.0,True
B0CY2KV41P,2024.0,256.0,motorola,0.39,lcd,2.8,12.0,0.8,177.0,1080.0,2400.0,5000.0,120.46511627906978,249.0,181.03,True
B0DSMKWQKC,2024.0,64.0,ivanky,1.8,lcd,0.7,32.0,2.57,254.42,1080.0,2400.0,800.0,27.045454545454543,59.99,25.99,True
B0BDQ5C7YX,2024.0,128.0,dpofirs,2.5,lcd,1.0,1.0,2.57,254.42,480.0,270.0,3000.0,2.333333333333333,149.99,59.03,True
B0BD8NXHNL,2024.0,128.0,hammer h,2.4,lcd,20.7,0.0,7.0,350.0,1080.0,2400.0,3500.0,66.92307692307692,199.99,100.34,True
B0D7D39H1P,2024.0,128.0,pusokei,1.77,led,1.2,16.0,2.57,254.42,1080.0,2400.0,3000.0,21.176470588235293,199.99,48.27,True
B0DJV1HBJB,2024.0,128.0,msmga,5.0,lcd,1.2,1.0,2.57,254.42,1280.0,720.0,3000.0,20.571428571428573,59.99,56.99,True
B0CXTPFDYC,2024.0,64.0,azuiqimeng,1.8,lcd,0.9,32.0,2.57,254.42,128.0,160.0,800.0,7.36842105263158,29.99,29.99,True
B0CM11XZNB,2024.0,128.0,fossibot,5.45,amoled,2.0,15.0,2.03,340.0,1280.0,720.0,10600.0,7.441860465116279,199.99,179.99,True
B0DNJZBNRD,2024.0,128.0,samsung,2.64,lcd,13.9,8.0,2.57,254.42,2400.0,1080.0,5000.0,1.3888888888888888,150.14,150.14,True
B0DSB4XGR8,2024.0,128.0,hyrich,5.0,lcd,1.3,1.0,2.57,254.42,1080.0,2400.0,3000.0,1.0,149.99,57.99,True
B0CN137WV2,2024.0,64.0,samsung,7.7,lcd,15.5,4.0,3.0,195.0,1080.0,2400.0,5000.0,46.74418604651163,127.57,127.57,True
B09J38P7CZ,2024.0,128.0,spc,5.0,lcd,1.2,32.0,1.9,108.0,320.0,240.0,800.0,15.5,48.99,48.99,True
B0B5T56H95,2024.0,128.0,goshyda,5.5,lcd,1.4,1.0,2.57,254.42,1080.0,2400.0,3200.0,19.45945945945946,62.51,62.51,True
B0B8NTFRQT,2024.0,128.0,elprico,4.66,lcd,1.3,8.0,2.57,254.42,1080.0,2400.0,3000.0,2.0,57.97,57.97,True
B0DHH2RS9K,2024.0,64.0,spc,2.8,lcd,1.0,1.0,2.57,254.42,1080.0,2400.0,3000.0,20.571428571428573,69.9,59.99,True
B0CJCHLJ1C,2024.0,64.0,volfen,2.8,led,1.3,32.0,8.21,368.0,320.0,240.0,800.0,0.8888888888888888,29.99,29.99,True
B0D1KJX9S3,2024.0,128.0,blackview,4.3,lcd,2.0,12.0,2.57,254.42,1080.0,2400.0,5000.0,1.1904761904761905,169.99,169.99,True
B0CR3YMJWG,2024.0,256.0,xiaomi,0.39,amoled,3.1,8.0,6.0,190.0,1080.0,2400.0,5000.0,147.04545454545453,499.99,229.99,True
B0CMQQN97D,2024.0,64.0,ttfone,1.8,lcd,0.7,32.0,2.57,254.42,1080.0,2400.0,800.0,1.0526315789473684,99.99,25.99,True
B0CMGRFD4Y,2024.0,128.0,oukitel,2.36,lcd,1.6,12.0,1.54,600.0,720.0,1440.0,6300.0,279.5238095238095,145.99,118.99,True
B0BFDC8S2N,2024.0,128.0,ciciglow,2.5,lcd,25.8,8.0,2.57,254.42,1080.0,2400.0,5000.0,0.8,94.68,94.68,True
B0D6GM1GJD,2024.0,128.0,qrzrq,5.0,lcd,1.3,1.0,2.57,254.42,720.0,1280.0,3000.0,20.571428571428573,59.99,57.99,True
B0DF53WQ2P,2024.0,128.0,suaat,10.0,lcd,32.3,20.0,2.57,254.42,1080.0,2400.0,5000.0,4.634146341463415,115.99,89.66,True
B0DM957RN4,2024.0,64.0,zte,5.0,lcd,0.0,2.0,8.5,200.0,1280.0,720.0,5000.0,1.3888888888888888,199.99,69.0,True
B0CN13CLQF,2024.0,128.0,doogee,5.5,lcd,1.6,8.0,1.6,262.0,1280.0,720.0,6300.0,50.75,159.99,116.0,True
B0DC742WFC,2024.0,128.0,nokia,2.4,lcd,17.8,32.0,1.1,87.0,320.0,240.0,5000.0,1.0638297872340423,199.99,110.33,True
B09C5VPH9B,2024.0,128.0,ciciglow,4.66,lcd,1.1,4.0,2.57,254.42,1080.0,2400.0,3000.0,21.176470588235293,44.32,44.32,True
B0CVX5D7HH,2024.0,64.0,ulefone,5.45,lcd,2.2,12.0,1.3,300.0,720.0,1440.0,6320.0,63.5,169.99,149.99,True
B0968BDKF2,2024.0,128.0,panasonic,2.4,led,0.0,1.0,1.18,102.0,1280.0,720.0,1400.0,229.7368421052632,49.99,44.95,True
B0BWYVX9LY,2024.0,128.0,oneplus,0.39,lcd,2.2,8.0,28.0,195.0,1080.0,2400.0,5000.0,145.11111111111111,9.0,189.0,True
B0BCKXGDGR,2024.0,128.0,tcl,2.4,lcd,32.3,4.0,28.0,143.0,1080.0,2400.0,5000.0,3.513513513513513,89.99,89.99,True
B0B8ZKF6B6,2024.0,128.0,ciciglow,4.66,lcd,1.2,4.0,2.57,254.42,1080.0,2400.0,2200.0,21.176470588235293,49.38,49.38,True
B0C7H73JP2,2024.0,64.0,trevi,1.77,lcd,0.8,1.0,1.35,240.0,1080.0,2400.0,1400.0,2.25,29.9,28.5,True
B08Z5ZX1XC,2024.0,128.0,goshyda,5.45,hd,1.3,1.0,2.57,254.42,460.0,960.0,2200.0,1.3888888888888888,159.99,123.38,True
B0B576W915,2024.0,128.0,elprico,5.45,lcd,1.2,32.0,2.57,254.42,1080.0,2400.0,3000.0,2.142857142857143,56.99,56.99,True
B0CNTNT6P8,2024.0,64.0,doogee,5.5,lcd,17.9,8.0,1.62,390.0,720.0,1440.0,6300.0,5.0,149.99,109.98,True
B0B8ZN665H,2024.0,128.0,ciciglow,5.0,lcd,1.2,4.0,2.57,254.42,1080.0,2400.0,3000.0,21.176470588235293,49.43,49.43,True
B0CMGM6642,2024.0,128.0,oukitel,2.36,lcd,1.6,12.0,1.54,590.0,1440.0,720.0,6300.0,279.5238095238095,149.99,118.99,True
B0CDGQ7BX8,2024.0,128.0,wrtogo,5.0,lcd,1.3,1.0,2.57,254.42,1080.0,2400.0,3000.0,20.571428571428573,56.99,56.99,True
B0B8Z8PDKF,2024.0,128.0,zunate,4.66,lcd,1.3,1.0,2.57,254.42,1080.0,2400.0,2800.0,20.0,59.4,59.4,True
B0C4DRRN86,2024.0,128.0,mcmgc,5.0,lcd,2.1,1.0,2.57,254.42,720.0,1280.0,3000.0,42.85714285714286,199.99,58.34,True
B0CYGJJHFW,2024.0,128.0,wrtogo,5.0,lcd,1.3,1.0,2.57,254.42,1280.0,720.0,3000.0,50.96774193548387,59.99,57.99,True
B0CTKQS5XY,2024.0,128.0,tcl,3.2,lcd,0.0,1.0,2.57,254.42,1280.0,720.0,3000.0,16.25,49.99,46.99,True
B0DHDRPRDC,2024.0,64.0,spc,2.8,lcd,1.0,1.0,2.57,254.42,1080.0,2400.0,1600.0,1.6666666666666663,69.9,59.99,True
B0CTMLV1PR,2024.0,128.0,hammer h,2.4,lcd,4.2,4.0,2.57,254.42,1080.0,2400.0,1200.0,23.88888888888889,89.0,79.93,True
B0BPGH5LY8,2024.0,128.0,doogee,5.5,amoled,2.0,6.0,1.62,262.0,720.0,1440.0,6300.0,8.68421052631579,199.99,129.99,True
B0DBKLHQQJ,2024.0,128.0,jtqtj,5.0,lcd,2.1,1.0,2.57,254.42,1280.0,720.0,3000.0,6.111111111111111,199.99,57.99,True
B0CGHJDG1L,2024.0,128.0,lazmin112,3.0,lcd,22.1,2.0,2.57,254.42,480.0,320.0,5000.0,0.4444444444444444,199.99,99.11,True
B0C4T4N3Z3,2024.0,128.0,qubo,2.4,lcd,1.2,32.0,2.57,254.42,240.0,320.0,3000.0,135.609756097561,499.99,50.0,True
B0CYGF23T1,2024.0,128.0,wrtogo,5.0,lcd,1.3,1.0,2.57,254.42,720.0,1280.0,3000.0,50.96774193548387,59.99,57.99,True
B08XBL4TS9,2024.0,128.0,sorandy,5.5,lcd,13.6,1.0,2.57,254.42,1080.0,2400.0,2200.0,6.8181818181818175,152.69,152.69,True
B0BNJVY7NS,2024.0,64.0,alcatel,1.8,lcd,0.0,32.0,2.57,254.42,1080.0,2400.0,800.0,39.76190476190476,18.88,18.88,True
B0CBL36NK4,2024.0,128.0,jectse,1.8,lcd,0.6,16.0,2.57,254.42,1080.0,2400.0,2400.0,0.5405405405405405,35.06,35.06,True
B09W25BG2T,2024.0,64.0,ulefone,5.45,led,2.0,4.0,1.46,256.0,720.0,1440.0,5000.0,44.14634146341464,159.99,159.99,True
B0CXJDKQXR,2024.0,64.0,xiaomi,5.0,lcd,2.2,3.0,2.57,254.42,1920.0,1080.0,3600.0,62.61904761904761,76.93,74.7,True
B0B9Q19H2N,2024.0,128.0,xiaomi,40.55,lcd,3.0,8.0,2.57,254.42,1080.0,2400.0,5000.0,1.1904761904761905,217.66,169.0,True
B0D6GKMW7R,2024.0,128.0,qrzrq,5.0,lcd,1.3,1.0,2.57,254.42,1280.0,720.0,3000.0,25.0,59.99,57.99,True
B0CDRLC8D4,2024.0,128.0,heepdd,5.0,lcd,4.2,4.0,2.57,254.42,1080.0,2400.0,5000.0,1.794871794871795,79.55,79.55,True
B0DGPQCDZW,2024.0,128.0,suaat,10.0,amoled,3.4,20.0,0.8,480.0,1280.0,800.0,5000.0,0.8823529411764706,299.99,299.99,True
B0CNTS3S1H,2024.0,64.0,doogee,5.5,lcd,17.9,8.0,1.62,390.0,720.0,1440.0,42.0,5.0,149.99,109.98,True
B0C1FJBG8P,2024.0,128.0,fossibot,5.45,lcd,2.0,15.0,2.03,610.0,720.0,1440.0,10600.0,61.53846153846154,199.99,159.99,True
B0CGF22DYX,2024.0,128.0,tonysa,3.0,lcd,33.6,2.0,2.57,254.42,1080.0,2400.0,5000.0,3.902439024390244,199.99,87.69,True
B0DB5SNQ67,2024.0,128.0,zte,5.0,lcd,2.6,2.0,4.5,138.0,720.0,1280.0,2000.0,3.902439024390244,239.99,69.99,True
B0DLBD5MSS,2024.0,128.0,zokoe,3.0,lcd,1.2,16.0,1.05,68.0,1080.0,2400.0,900.0,74.375,59.99,55.99,True
B08XJQLBDJ,2024.0,128.0,sorandy,5.45,lcd,1.2,1.0,2.57,254.42,1080.0,2400.0,2200.0,2.0,199.99,44.68,True
B0D95CMS4W,2024.0,128.0,msmga,5.0,lcd,1.3,1.0,2.57,254.42,1080.0,2400.0,3000.0,29.444444444444443,399.0,57.99,True
B0C69YZYYJ,2024.0,64.0,icreation,1.77,lcd,0.0,32.0,1.39,73.0,160.0,128.0,800.0,18.857142857142858,549.0,19.9,True
B09RMRTHTZ,2024.0,128.0,energizer,2.8,lcd,1.3,4.0,1.9,128.0,1080.0,2400.0,3000.0,37.05882352941177,57.78,57.78,True
B0D89ZJR78,2024.0,256.0,doogee,5.5,lcd,1.6,8.0,1.62,262.0,1080.0,1920.0,6300.0,8.444444444444445,159.99,119.99,True
B0D33KJY93,2024.0,128.0,pthtechus,1.8,lcd,0.9,1.0,1.0,140.0,1080.0,2400.0,400.0,40.256410256410255,42.0,33.15,True
B0B7KJS9K4,2024.0,128.0,cuifati,4.5,lcd,1.2,4.0,2.57,254.42,1080.0,2400.0,3000.0,20.571428571428573,54.14,54.14,True
B0DJ77CWMZ,2024.0,64.0,bewinner,3.0,lcd,1.5,16.0,2.57,254.42,1080.0,2400.0,3000.0,19.45945945945946,64.82,64.82,True
B0DMP72N29,2024.0,64.0,cocomm,1.8,lcd,0.0,32.0,8.1,180.0,1080.0,2400.0,800.0,4.35897435897436,54.98,21.24,True
B09MJQGX2W,2024.0,256.0,apple,5.4,oled,2.5,8.0,2.57,254.42,1080.0,2400.0,2227.0,258.75,549.0,335.0,True
B0DVH4PRZP,2024.0,256.0,spc,1.77,lcd,1.0,32.0,2.57,254.42,128.0,160.0,1150.0,0.6,34.9,34.9,True
B0B8NXSLNM,2024.0,128.0,elprico,5.0,lcd,1.2,8.0,2.57,254.42,1080.0,2400.0,2800.0,21.176470588235293,48.1,48.1,True
B0DHLK7C6P,2024.0,64.0,pusokei,1.77,lcd,1.4,16.0,2.57,254.42,1080.0,2400.0,3000.0,19.45945945945946,499.99,63.54,True
B0B59RCLJZ,2024.0,128.0,ciciglow,5.0,lcd,2.1,1.0,2.57,254.42,854.0,480.0,2200.0,20.571428571428573,199.99,57.99,True
B0DF54RNFX,2024.0,128.0,suaat,10.0,lcd,32.3,20.0,2.57,254.42,1080.0,2400.0,5000.0,95.86956521739133,115.99,89.66,True
B07WGP3R5Z,2024.0,128.0,vivo,6.56,lcd,17.2,4.0,0.84,185.0,1080.0,2400.0,5000.0,0.9756097560975612,112.95,112.95,True
B07WHQDKVP,2024.0,128.0,vivo,6.56,lcd,16.3,4.0,0.84,185.0,1080.0,2400.0,5000.0,1.2195121951219514,379.99,119.0,True
B0866BJTL9,2024.0,128.0,cocomm,6.56,lcd,32.3,4.0,2.0,200.0,1080.0,2400.0,5000.0,1.794871794871795,89.99,89.99,True
B0CMRV3KWB,2024.0,128.0,xiaomi,6.74,lcd,19.3,6.0,2.57,254.42,1440.0,720.0,5000.0,188.0,136.24,106.97,True
B0CPT8SK6H,2024.0,256.0,xiaomi,6.67,amoled,0.0,8.0,0.8,188.0,1920.0,1080.0,5000.0,1033.658536585366,249.0,159.95,True
B0CLR55PGM,2024.0,128.0,samsung,6.56,amoled,15.5,4.0,2.57,254.42,1440.0,720.0,5000.0,17.5609756097561,199.99,127.9,True
B0B786BT7Z,2024.0,64.0,xiaomi,6.0,lcd,32.3,4.0,0.8,500.0,1080.0,2400.0,5000.0,58.83720930232558,109.1,89.9,True
B0CC6CYHY6,2024.0,128.0,motorola,6.5,lcd,34.5,4.0,0.8,175.0,1080.0,2400.0,5000.0,173.57142857142856,549.0,85.65,True
